Posted On,BHK,Rent,Size,Floor,Area Locality,City,Bathroom,Area Type_Carpet Area,Area Type_Super Area,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Builder,Point of Contact_Contact Owner
2022-05-19,2,15000,800,1 out of 6,Chamrajpet,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-30,2,20000,1115,2 out of 4,Sahakara Nagar,Bangalore,2,0,1,0,0,1,0,0,1
2022-05-31,2,17000,1060,1 out of 5,K R Puram,Bangalore,2,1,0,0,1,0,0,0,1
2022-05-19,3,35000,1278,3 out of 7,Mathikere,Bangalore,2,0,1,1,0,1,0,0,1
2022-07-04,3,22000,1500,2 out of 4,Kanakapura Road,Bangalore,3,0,1,1,0,1,0,0,1
2022-07-04,2,18000,1000,2 out of 3,"Jp Nagar Phase 7, J P Nagar",Bangalore,2,1,0,1,0,0,0,0,0
2022-06-08,4,120000,4105,11 out of 25,Hebbal,Bangalore,4,1,0,1,0,1,0,0,0
2022-06-27,2,10000,800,Ground out of 5,Adugodi,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-19,2,8000,500,1 out of 3,Vijayanagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-23,2,9500,700,Ground out of 4,Chikkalasandra,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-22,2,9000,1055,Ground out of 1,Sathnur,Bangalore,2,1,0,1,0,0,0,0,0
2022-06-30,3,31000,1325,1 out of 10,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,2,1,0,1,0,1,0,0,1
2022-06-29,2,14000,950,2 out of 4,Electronic City,Bangalore,2,0,1,0,1,1,0,0,1
2022-05-28,1,7000,450,Ground out of 4,Banjara Layout,Bangalore,1,1,0,1,0,1,0,0,1
2022-05-10,3,24000,1200,1 out of 3,Banaswadi,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-24,1,8000,400,2 out of 3,"Electronic City Phase 2, Electronic City",Bangalore,1,1,0,1,0,1,0,0,1
2022-05-14,1,22000,400,Ground out of 3,Indira Nagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-04-29,2,12000,600,Ground out of 2,Vijay Enclave,Bangalore,2,0,1,1,0,1,0,0,1
2022-07-04,1,5000,500,1 out of 2,Vidyaranyapura,Bangalore,1,0,1,0,1,1,0,0,1
2022-05-14,1,6000,400,3 out of 4,Hongasandra,Bangalore,1,0,1,0,1,1,0,0,1
2022-05-23,2,30000,1100,2 out of 5,Maruthi Sevanagar,Bangalore,2,0,1,0,0,1,0,0,1
2022-05-23,2,12000,650,2 out of 4,Bommanahalli,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-23,2,15000,600,2 out of 3,Ejipura,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-04,2,14000,800,1 out of 3,Hongasandra,Bangalore,2,0,1,0,0,1,0,0,1
2022-06-04,1,22000,460,3 out of 5,"Murugeshpalya, Airport Road",Bangalore,1,1,0,1,0,1,0,0,0
2022-05-31,2,40000,1380,2 out of 9,"Hal Layout, Hosur Road",Bangalore,2,1,0,1,0,1,0,0,0
2022-06-22,1,12000,500,1 out of 3,Banaswadi,Bangalore,1,0,1,1,0,1,0,0,1
2022-06-04,2,15000,825,Ground out of 2,Hulimavu,Bangalore,2,0,1,0,1,1,0,0,1
2022-05-23,2,9500,700,2 out of 6,Varthur,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-27,2,15000,1110,1 out of 2,Subramanyapura,Bangalore,2,1,0,0,1,0,0,0,1
2022-07-04,2,15000,800,2 out of 4,"Panduranga Nagar, bannerghatta main Road",Bangalore,2,0,1,1,0,1,0,0,1
2022-06-20,2,10000,810,Ground out of 2,Vijayanagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-27,4,15000,1150,Ground out of 3,Yelahanka New Town,Bangalore,3,0,1,1,0,1,0,0,1
2022-05-19,1,7000,700,3 out of 4,Mailasandar,Bangalore,1,0,1,1,0,1,0,0,1
2022-07-04,1,10000,300,2 out of 3,CV Raman Nagar,Bangalore,1,0,1,0,1,1,0,0,1
2022-06-27,3,26969,1400,4 out of 14,"Hoodi, Hoodi",Bangalore,3,0,1,1,0,1,0,0,1
2022-06-12,1,8000,450,2 out of 3,Channasandra,Bangalore,1,1,0,0,1,0,0,0,1
2022-07-06,3,52000,1603,26 out of 32,Kanakapura Road,Bangalore,3,1,0,1,0,1,0,0,0
2022-07-05,3,30000,1500,1 out of 1,Ulsoor Road,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-20,1,6500,200,4 out of 4,Mahadevapura,Bangalore,1,0,1,1,0,0,0,0,1
2022-06-20,3,22000,1500,Ground out of 5,J P Nagar,Bangalore,3,0,1,0,0,1,0,0,1
2022-06-20,1,10000,600,1 out of 3,Rajajinagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-06-20,1,6000,150,3 out of 4,Malleshwaram,Bangalore,1,0,1,0,0,1,0,0,1
2022-05-19,2,13000,750,Ground out of 4,K R Puram,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-19,2,18000,1300,Ground out of 4,Basavanapura,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-19,4,30000,1900,3 out of 5,Bommanahalli,Bangalore,3,0,1,0,1,1,0,0,1
2022-05-17,2,10000,300,Ground out of 4,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",Bangalore,2,1,0,1,0,1,0,0,1
2022-04-28,1,15000,700,2 out of 4,Varthur,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-12,2,70000,1325,12 out of 16,Koramangala Block 1,Bangalore,2,1,0,1,0,0,1,0,0
2022-06-12,2,19000,894,3 out of 4,Amrutahalli,Bangalore,2,1,0,0,1,0,0,0,1
2022-06-11,2,20000,1100,3 out of 4,Electronic City,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-20,2,9000,600,1 out of 4,Begur,Bangalore,2,0,1,0,1,1,0,0,1
2022-05-19,1,5000,500,Ground out of 2,Vijayanagar,Bangalore,1,0,1,0,0,1,0,0,1
2022-07-07,2,27500,1000,4 out of 4,ITI Layout,Bangalore,2,1,0,0,0,1,0,0,1
2022-06-27,2,16000,850,Ground out of 3,Thambuchetty Palya,Bangalore,2,0,1,1,0,1,0,0,1
2022-07-05,1,12000,400,3 out of 3,"Pai Layout-Hulimavu, Hulimavu",Bangalore,1,1,0,1,0,1,0,0,1
2022-07-09,3,75000,2400,5 out of 14,Outer Ring Road,Bangalore,4,1,0,1,0,1,0,0,0
2022-05-19,2,20000,1200,Ground out of 4,Btm Layout,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-20,1,7000,500,1 out of 2,Varanasi,Bangalore,1,0,1,0,1,1,0,0,1
2022-06-20,1,11000,550,Ground out of 2,Hebbal Kempapura,Bangalore,1,0,1,1,0,1,0,0,1
2022-06-11,1,13500,450,Ground out of 4,Nagarbhavi,Bangalore,1,1,0,1,0,0,0,0,1
2022-06-16,1,17000,430,4 out of 5,Garvebhavi Palya,Bangalore,1,0,1,1,0,1,0,0,1
2022-07-04,3,55000,2430,4 out of 5,Halasuru,Bangalore,3,0,1,1,0,1,0,0,1
2022-05-27,1,13000,500,4 out of 5,Electronic City,Bangalore,2,0,1,0,0,1,0,0,1
2022-05-27,2,11000,600,2 out of 5,Electronic City,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-14,2,16000,805,5 out of 6,"Mallasandra, Jalahalli West",Bangalore,2,1,0,0,0,1,0,0,1
2022-05-10,2,23500,950,6 out of 8,Bilekahalli,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-22,2,8500,1000,1 out of 1,"Kattigenahalli, Bellary Road",Bangalore,2,1,0,0,1,0,0,0,0
2022-05-05,3,30000,1350,14 out of 14,Mylasandra,Bangalore,3,0,1,0,0,1,0,0,1
2022-07-02,3,22000,1500,2 out of 4,Rajarajeshwari Nagar,Bangalore,2,1,0,0,0,1,0,0,1
2022-05-12,2,15000,1000,1 out of 3,Ramamurthy Nagar,Bangalore,2,1,0,0,1,0,0,0,1
2022-05-19,3,15000,800,Ground out of 3,Kithiganur,Bangalore,3,0,1,1,0,1,0,0,1
2022-05-19,2,10000,1000,Ground out of 2,Kamala Nagar,Bangalore,1,1,0,0,1,0,0,0,1
2022-06-20,2,12500,800,2 out of 3,Nagondanahalli,Bangalore,2,0,1,0,0,1,0,0,1
2022-06-29,3,24000,1550,1 out of 2,Byrathi,Bangalore,3,1,0,1,0,0,0,0,1
2022-07-04,2,32000,1000,1 out of 5,Guttahalli,Bangalore,2,0,1,0,1,1,0,0,1
2022-07-04,2,19000,800,1 out of 4,whitefield,Bangalore,2,0,1,0,1,1,0,0,1
2022-05-05,1,9000,700,Ground out of 4,"Bikasipura, kanakapura Road",Bangalore,1,0,1,0,0,1,0,0,1
2022-06-20,2,5500,500,7 out of 10,Laggere,Bangalore,2,0,1,0,0,1,0,0,1
2022-07-08,1,15000,500,2 out of 3,"Hsr Layout Sector 3, HSR Layout",Bangalore,1,1,0,1,0,1,0,0,1
2022-05-30,2,14000,900,1 out of 4,"Seetharampalya, Hoodi",Bangalore,2,0,1,1,0,1,0,0,1
2022-06-04,3,27000,1200,2 out of 3,"Jp Nagar Phase 7, J P Nagar",Bangalore,2,0,1,0,1,0,0,0,1
2022-05-27,2,14000,1000,1 out of 2,Thanisandra,Bangalore,2,0,1,1,0,1,0,0,1
2022-07-06,3,43000,1680,4 out of 9,Sarjapur Road,Bangalore,3,1,0,0,1,0,0,0,0
2022-06-16,2,30000,1100,2 out of 5,"Kaggadasapura, Indira nagar",Bangalore,2,1,0,1,0,0,0,0,0
2022-06-30,2,50000,1200,1 out of 5,Lavelle Road,Bangalore,1,1,0,0,0,0,0,0,0
2022-06-25,1,15000,900,1 out of 3,"Manyata Residency, Thanisandra",Bangalore,2,1,0,1,0,1,0,0,1
2022-06-24,3,25000,1600,3 out of 4,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",Bangalore,3,1,0,1,0,0,0,0,0
2022-06-30,2,25500,1475,4 out of 9,"Royal Lakefront Phase-3 North, JP Nagar Phase 8",Bangalore,2,1,0,0,0,1,0,0,0
2022-05-14,1,6000,300,1 out of 2,Abbigere,Bangalore,1,0,1,0,1,1,0,0,1
2022-05-14,1,5000,400,1 out of 2,Vaderahalli,Bangalore,1,0,1,0,1,1,0,0,1
2022-05-23,1,10000,550,1 out of 4,Btm Layout,Bangalore,1,0,1,1,0,0,1,0,1
2022-05-23,1,15000,400,1 out of 5,"Nallurhalli, Whitefield, Borewell Road",Bangalore,1,0,1,0,1,1,0,0,1
2022-06-04,1,5000,500,1 out of 2,T Dasarahalli,Bangalore,1,0,1,0,1,0,1,0,1
2022-05-12,3,17000,1200,2 out of 2,"Maruthi Nagar-Yelahanka, Yelahanka",Bangalore,3,0,1,0,1,1,0,0,1
2022-05-23,2,14000,1300,2 out of 4,"Chuchangatta Colony, J P Nagar",Bangalore,2,0,1,1,0,1,0,0,1
2022-06-08,3,35000,2100,1 out of 2,Srinivaspura,Bangalore,3,0,1,0,0,1,0,0,1
2022-05-10,2,35000,800,9 out of 10,Ashok Nagar,Bangalore,1,1,0,1,0,1,0,0,1
2022-06-16,2,16000,800,1 out of 4,"Murugeshpalya, Airport Road",Bangalore,1,1,0,1,0,1,0,0,0
2022-07-06,4,130000,4341,9 out of 15,Arakere,Bangalore,4,1,0,1,0,1,0,0,0
2022-06-04,2,35000,1300,3 out of 5,Jayanagar,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-16,1,10000,400,2 out of 2,Halasuru,Bangalore,1,1,0,1,0,1,0,0,1
2022-05-19,2,12000,800,1 out of 3,Ramamurthy Nagar,Bangalore,2,0,1,0,1,1,0,0,1
2022-06-04,2,10500,1000,Ground out of 3,Banashankari,Bangalore,1,0,1,0,1,1,0,0,1
2022-05-27,1,8000,400,1 out of 5,"Hennur, Hennur Bagalur Road",Bangalore,1,0,1,1,0,1,0,0,1
2022-06-23,2,15000,1100,Ground out of 5,"Kaggadasapura, Indira nagar",Bangalore,2,1,0,1,0,0,0,0,0
2022-07-06,2,25000,1200,4 out of 4,Hsr Layout,Bangalore,2,1,0,1,0,1,0,0,0
2022-05-23,2,9000,600,1 out of 2,Mathikere,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-23,2,30000,1700,Ground out of 3,Sanjay Nagar Stage 2,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-30,2,22000,846,2 out of 4,Ramachandrapuram Rajajinagar,Bangalore,2,1,0,1,0,1,0,0,1
2022-06-29,2,14000,1100,1 out of 3,Kyalasanahalli,Bangalore,2,0,1,0,1,1,0,0,1
2022-07-08,2,12000,700,1 out of 2,"Chamundeshwari Layout, Arakere",Bangalore,1,1,0,1,0,0,1,0,1
2022-06-26,2,10000,110,1 out of 1,Kengeri,Bangalore,2,1,0,0,1,1,0,0,1
2022-04-29,3,25000,900,Ground out of 1,Kalyan Nagar,Bangalore,3,0,1,1,0,1,0,0,1
2022-07-07,1,25000,420,17 out of 18,Haralur Road,Bangalore,1,1,0,1,0,0,0,0,0
2022-06-20,2,16000,800,1 out of 4,J P Nagar,Bangalore,2,0,1,1,0,1,0,0,1
2022-07-08,3,60000,1500,3 out of 4,Indira Nagar,Bangalore,3,1,0,1,0,0,0,0,0
2022-06-04,1,7000,900,3 out of 4,Vijayanagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-27,3,21000,1600,1 out of 4,Bilekahalli,Bangalore,3,0,1,1,0,1,0,0,1
2022-05-31,4,250000,5700,24 out of 25,whitefield,Bangalore,4,1,0,1,0,1,0,0,0
2022-07-09,1,19000,625,2 out of 4,"Hsr Layout Sector 2, HSR Layout",Bangalore,1,1,0,0,1,0,0,0,0
2022-04-29,4,42500,1760,1 out of 4,Sun City Layout,Bangalore,3,1,0,0,1,1,0,0,1
2022-05-19,2,11000,600,Ground out of 3,Nagarbhavi,Bangalore,1,0,1,0,0,0,0,0,1
2022-05-19,2,18000,1200,3 out of 4,Annapurneshwari Nagar,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-19,1,4300,300,2 out of 4,Ragavendra Nagar,Bangalore,1,0,1,0,1,1,0,0,1
2022-06-04,2,9000,900,2 out of 4,Attiguppe,Bangalore,1,0,1,0,0,0,1,0,1
2022-05-27,1,7000,450,1 out of 2,Electronic City,Bangalore,1,0,1,1,0,1,0,0,1
2022-06-12,2,15000,1050,2 out of 2,"Mcechs Layout, Jakkuru",Bangalore,2,1,0,1,0,0,1,0,1
2022-05-07,1,4800,580,Ground out of 1,Kengeri,Bangalore,1,0,1,1,0,1,0,0,1
2022-06-10,2,15000,600,Ground out of 3,Kalkere,Bangalore,2,1,0,0,1,0,0,0,1
2022-06-20,1,18000,550,3 out of 6,Marathahalli,Bangalore,1,1,0,1,0,1,0,0,0
2022-06-20,2,22500,1115,1 out of 4,"Abbiareddy Layout, Kaggadasapura",Bangalore,2,0,1,1,0,1,0,0,1
2022-06-23,1,9500,300,2 out of 3,Yemalur,Bangalore,1,1,0,1,0,1,0,0,1
2022-05-30,2,12000,1200,1 out of 3,Abbigere,Bangalore,2,1,0,1,0,1,0,0,1
2022-07-06,1,9000,900,3 out of 5,"Btm Layout Stage 2, BTM Layout",Bangalore,1,1,0,1,0,0,0,0,0
2022-05-23,3,25000,1400,1 out of 7,"Kaggadasapura, Indira nagar",Bangalore,3,0,1,1,0,1,0,0,0
2022-05-23,1,9000,400,1 out of 3,C V Raman Nagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-23,2,11000,900,3 out of 4,Arakere,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-19,1,12500,500,Ground out of 3,Seshadripuram,Bangalore,1,0,1,1,0,1,0,0,1
2022-07-05,3,21000,1360,1 out of 4,whitefield,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-14,3,17681,1110,3 out of 5,Electronic City,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-23,3,28000,2400,3 out of 4,Virupakshapura,Bangalore,3,0,1,1,0,1,0,0,1
2022-07-06,3,30000,1700,19 out of 26,Kanakapura Road,Bangalore,3,1,0,1,0,1,0,0,0
2022-06-16,2,25000,980,17 out of 19,Mysore Road,Bangalore,2,0,1,0,0,1,0,0,1
2022-06-27,2,13000,600,1 out of 2,Ramaswami Palya kammanhalli,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-15,2,8000,200,2 out of 2,"Mallathahalli, Outer Ring Road",Bangalore,2,1,0,0,0,1,0,0,1
2022-07-09,3,35000,1300,3 out of 4,Benson Town,Bangalore,2,1,0,1,0,1,0,0,0
2022-05-19,1,8000,750,Ground out of 3,K R Puram,Bangalore,1,0,1,0,1,1,0,0,1
2022-05-19,2,10000,850,2 out of 4,Cox Town,Bangalore,2,0,1,0,1,1,0,0,1
2022-05-19,1,11500,600,3 out of 4,J P Nagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-07-09,4,140000,3100,9 out of 22,"Dollars Colony-Rmv Extension Stage 2, RMV Extension Stage 2",Bangalore,4,0,1,1,0,1,0,0,0
2022-06-21,2,6000,660,2 out of 3,Electronic City,Bangalore,1,0,1,0,1,0,0,0,1
2022-05-24,2,11000,600,1 out of 3,Battarahalli,Bangalore,1,1,0,1,0,1,0,0,1
2022-06-04,1,4000,250,2 out of 3,Btm Layout,Bangalore,1,0,1,0,1,1,0,0,1
2022-05-27,2,14000,1200,Ground out of 2,Ramamurthy Nagar,Bangalore,2,0,1,0,1,1,0,0,1
2022-07-09,2,24000,630,2 out of 5,Halasuru,Bangalore,2,1,0,1,0,1,0,0,0
2022-05-23,2,11000,840,1 out of 3,"Dooravani Nagar, Dooravani Nagar",Bangalore,1,0,1,1,0,1,0,0,1
2022-05-23,2,10000,500,Upper Basement out of 4,Marathahalli,Bangalore,1,1,0,0,1,1,0,0,1
2022-05-31,3,62000,1680,4 out of 15,Hebbal,Bangalore,3,1,0,1,0,0,0,0,1
2022-06-23,2,12000,775,2 out of 3,"Murugeshpalya, Airport Road",Bangalore,1,1,0,1,0,1,0,0,0
2022-05-19,2,18000,1000,3 out of 4,Basaveshwara Layout,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-19,2,17500,900,Ground out of 2,Hebbal Kempapura,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-08,1,6500,500,2 out of 5,Aduru,Bangalore,1,0,1,1,0,1,0,0,1
2022-06-20,1,16000,550,2 out of 5,Chinnapanna Halli,Bangalore,1,1,0,1,0,1,0,0,0
2022-06-20,3,30000,1250,15 out of 18,Begur Road,Bangalore,3,1,0,1,0,0,0,0,0
2022-06-09,2,28000,850,2 out of 6,"Nanja Reddy Colony, Jeevan Bima Nagar",Bangalore,2,1,0,1,0,1,0,0,0
2022-05-30,1,6500,150,1 out of 2,"Subhash Nagar, Kengeri Satellite Town",Bangalore,1,0,1,1,0,1,0,0,1
2022-06-23,1,9000,445,1 out of 3,"Murugeshpalya, Airport Road",Bangalore,1,1,0,1,0,1,0,0,0
2022-07-08,2,8500,500,2 out of 3,"Electronics City Phase 1, Electronic City",Bangalore,2,1,0,1,0,1,0,0,1
2022-05-21,2,20000,750,2 out of 3,"Venkateshappa Layout-Kammanahalli, Kammanahalli",Bangalore,2,1,0,1,0,1,0,0,1
2022-07-02,3,26000,2000,1 out of 2,"Rbi Colony-Jayanagar, Jayanagar",Bangalore,2,1,0,1,0,1,0,0,1
2022-05-05,1,8000,500,1 out of 3,Electronic City,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-05,1,8500,730,2 out of 4,K R Puram,Bangalore,1,0,1,1,0,1,0,0,1
2022-06-24,2,12500,750,1 out of 4,Neelasandra,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-16,1,8000,600,3 out of 4,Ramagondanahalli,Bangalore,1,0,1,1,0,1,0,0,1
2022-07-09,3,52000,2710,4 out of 7,Thanisandra,Bangalore,3,0,1,1,0,0,0,0,0
2022-06-12,2,18000,1190,3 out of 4,Basava Nagar,Bangalore,2,1,0,1,0,0,0,0,1
2022-07-07,1,15000,435,2 out of 5,"Murugeshpalya, Airport Road",Bangalore,1,1,0,1,0,1,0,0,0
2022-04-29,2,12000,750,1 out of 3,"Electronics City Phase 1, Electronic City",Bangalore,2,0,1,0,1,1,0,0,1
2022-05-27,3,100000,1800,2 out of 4,Bilal Nagar-Sagayapura,Bangalore,3,1,0,1,0,1,0,0,0
2022-06-14,1,6000,1200,3 out of 5,Lakshmipura,Bangalore,1,1,0,0,0,0,0,0,1
2022-05-05,2,12000,600,2 out of 3,Btm Layout,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-11,1,6500,450,2 out of 2,Mathikere,Bangalore,1,0,1,0,1,1,0,0,1
2022-06-16,3,13500,1100,3 out of 5,Kudlu Gate,Bangalore,3,0,1,0,1,0,1,0,1
2022-06-30,1,10000,700,1 out of 1,Nagarbhavi,Bangalore,1,0,1,0,1,0,0,0,1
2022-06-04,2,8500,650,8 out of 8,Attibele,Bangalore,2,1,0,0,0,0,1,0,1
2022-06-27,3,32000,1768,8 out of 13,Yelahanka,Bangalore,3,0,1,1,0,0,1,0,0
2022-06-20,3,42000,1600,3 out of 5,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,3,1,0,1,0,0,1,0,0
2022-05-05,1,7500,400,2 out of 4,C V Raman Nagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-23,2,16000,1200,1 out of 4,Kengeri,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-10,1,5000,500,2 out of 4,Rayasandra,Bangalore,1,0,1,1,0,1,0,0,1
2022-07-04,2,14000,700,1 out of 2,C V Raman Nagar,Bangalore,2,0,1,0,1,1,0,0,1
2022-05-15,4,60000,2500,1 out of 2,Basaveshvara Nagar,Bangalore,4,0,1,1,0,0,1,0,1
2022-06-23,1,8500,500,2 out of 4,Hulimavu,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-26,1,10000,500,Ground out of 3,snv la,Bangalore,1,1,0,1,0,1,0,0,1
2022-04-30,1,8500,500,1 out of 2,"Rmv Extension, Armane Nagar",Bangalore,1,0,1,1,0,0,0,0,1
2022-05-05,2,15000,1280,Ground out of 5,"Ittamadu, Banashankari, Outer Ring Road",Bangalore,2,1,0,0,1,1,0,0,1
2022-05-16,2,9500,200,Ground out of 2,Kengeri Upanagara,Bangalore,1,1,0,1,0,1,0,0,1
2022-06-12,2,25000,750,4 out of 5,Koramangala,Bangalore,2,1,0,0,1,1,0,0,0
2022-07-07,2,14000,900,2 out of 3,K R Puram,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-05,3,20000,1200,Ground out of 2,Basaveshwar Nagar,Bangalore,2,0,1,1,0,1,0,0,1
2022-07-05,1,10000,800,1 out of 1,Ramamurthy Nagar,Bangalore,1,0,1,0,1,1,0,0,1
2022-05-10,2,10000,500,2 out of 4,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,1,1,0,0,1,0,0,0,1
2022-04-29,2,13000,1000,Ground out of 3,"Jayanti Nagar, Hormavu",Bangalore,2,0,1,1,0,1,0,0,1
2022-07-02,2,13000,850,Lower Basement out of 2,Sun City Layout,Bangalore,2,1,0,1,0,0,1,0,1
2022-06-12,2,24000,900,2 out of 5,Koramangala,Bangalore,2,1,0,1,0,1,0,0,0
2022-07-04,1,10000,600,3 out of 4,"State Bank Of India Colony, Hegganahalli",Bangalore,1,0,1,1,0,1,0,0,1
2022-07-04,1,8000,600,2 out of 4,Mahadevapura,Bangalore,1,0,1,0,1,1,0,0,1
2022-07-04,1,6000,600,1 out of 4,Begur,Bangalore,1,0,1,0,1,1,0,0,1
2022-07-04,3,21000,1250,Ground out of 1,Margondanahalli,Bangalore,2,0,1,1,0,1,0,0,1
2022-05-23,3,25000,2000,1 out of 1,Horamavu,Bangalore,3,0,1,1,0,1,0,0,1
2022-05-19,2,8500,532,1 out of 2,Tannery Road,Bangalore,1,1,0,0,1,0,0,0,1
2022-06-08,2,13000,1000,1 out of 4,Whitefield,Bangalore,2,0,1,0,1,1,0,0,1
2022-06-20,1,5000,150,2 out of 3,Rajarajeshwari Nagar,Bangalore,1,0,1,0,1,1,0,0,1
2022-05-23,1,7500,500,1 out of 4,Mahadevapura,Bangalore,1,0,1,1,0,1,0,0,1
2022-07-04,1,13900,600,1 out of 4,"Nallurhalli, Whitefield, Borewell Road",Bangalore,1,1,0,1,0,1,0,0,0
2022-05-22,2,15000,1100,3 out of 3,Uttarahalli,Bangalore,2,1,0,0,0,0,0,0,1
2022-05-27,3,30000,1500,4 out of 4,"Panduranga Nagar, bannerghatta main Road",Bangalore,3,1,0,1,0,1,0,0,0
2022-07-06,2,13000,500,2 out of 5,Koramangala,Bangalore,1,1,0,1,0,0,0,0,0
2022-04-29,1,7700,600,1 out of 2,Sir M V Nagar,Bangalore,1,1,0,1,0,1,0,0,1
2022-05-14,2,25000,1200,5 out of 12,Yelahanka,Bangalore,1,0,1,0,1,1,0,0,1
2022-07-06,2,17000,1100,1 out of 4,"Kaggadasapura, Indira nagar",Bangalore,2,0,1,1,0,1,0,0,1
2022-07-07,3,39000,1550,1 out of 13,Hennur Main Road,Bangalore,3,1,0,1,0,1,0,0,0
2022-07-02,2,18000,1050,1 out of 3,Varthur,Bangalore,2,1,0,1,0,1,0,0,1
2022-05-05,1,15000,500,1 out of 2,Shanti Nagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-05-05,2,28000,1500,1 out of 4,Shivaji Nagar,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-24,2,17500,1150,3 out of 4,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",Bangalore,2,1,0,1,0,0,1,0,0
2022-05-23,4,75000,2000,Ground out of 2,Hsr Layout,Bangalore,3,0,1,0,0,1,0,0,1
2022-05-11,2,14000,110,1 out of 2,RT Nagar,Bangalore,1,1,0,1,0,1,0,0,1
2022-04-29,1,9000,500,3 out of 4,"Jp Nagar Phase 7, J P Nagar",Bangalore,1,0,1,1,0,1,0,0,1
2022-06-08,3,20000,1465,2 out of 4,Sunkadakatte,Bangalore,3,0,1,1,0,1,0,0,1
2022-06-04,2,12000,940,2 out of 5,"Attur Layout, Yelahanka New Town",Bangalore,2,1,0,1,0,1,0,0,1
2022-05-23,2,12000,850,Ground out of 4,Basaveshwar Nagar,Bangalore,1,0,1,1,0,1,0,0,1
2022-07-02,2,24000,990,14 out of 30,Tumkur Road,Bangalore,2,1,0,0,0,1,0,0,1
2022-06-20,2,12000,750,Ground out of 3,BBMP convertion layout,Bangalore,2,0,1,1,0,1,0,0,1
2022-06-20,1,10000,500,2 out of 3,Garvebhavi Palya,Bangalore,1,0,1,1,0,1,0,0,1
2022-06-16,3,24000,1430,2 out of 3,"Jp Nagar Phase 7, J P Nagar",Bangalore,2,0,1,1,0,1,0,0,1
2022-06-08,1,9000,600,3 out of 4,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,1,1,0,1,0,0,1,0,1
2022-06-11,2,12000,900,1 out of 2,"Jeevanhalli, Cox Town",Bangalore,1,1,0,1,0,1,0,0,1
2022-04-29,2,11000,1100,Ground out of 2,Konanakunte,Bangalore,2,0,1,1,0,1,0,0,1
2022-04-29,2,15000,900,1 out of 3,"Venkatpura, HSR Layout",Bangalore,1,1,0,1,0,1,0,0,1
2022-05-23,1,5500,600,2 out of 3,Byatarayanapura,Bangalore,1,0,1,1,0,1,0,0,1
2022-06-23,2,18000,1000,Ground out of 4,Kudlu Gate,Bangalore,2,1,0,1,0,0,1,0,1
2022-07-06,2,42000,1150,2 out of 4,Koramangala,Bangalore,2,1,0,0,0,0,0,0,0
